Campaign_ID,Date,Ad_Type,Clicks,Impressions,Conversions,CTR (Click-Through Rate),Conversion_Rate,Revenue_Created,Cost,Owner,Likes,Dislikes,Fraud,Title
188,2023-10-8,Search,608,2415,19,7.52%,8.37%,288,138,0x181DD1EB135B49F18EE603F101962972FFC94DB5,487,151,1,Shelter
189,2023-10-9,Display,272,6283,23,5.04%,1.63%,506,124,0x86F31BF2B3CD1783241CF5B29C1CFD58F491DB1D,735,899,1,Environment
190,2023-10-10,Search,164,5417,45,8.00%,9.79%,806,281,0x1E5CFAD29F5E71F0FF4AD7F685D100DA1D37282E,456,428,0,Social Service
191,2023-10-11,Display,446,6943,22,4.16%,2.61%,587,496,0xC681E1512F2F176B7F3293B331F99576FD273694,578,583,1,Environment
192,2023-10-12,Display,234,4280,30,9.87%,2.31%,521,177,0xA6AE9D30B2610AEC662C7A40FA5AABE026BA6953,948,449,0,Health
193,2023-10-13,Social,353,2114,17,8.13%,7.79%,989,320,0x7623567C57F6C5A4452A411E74781E8EE85A2D62,728,54,1,Health
194,2023-10-14,Display,373,7119,41,3.66%,5.59%,752,268,0x602CD2CA5EE1CED2FA57A84334857A60A63F1391,714,699,0,Sports
195,2023-10-15,Search,808,8785,39,3.11%,3.78%,664,363,0xA3ACA3A82664ED2CD6D9F86DDA1ED059EF3573C4,351,889,1,Health
196,2023-10-16,Search,179,6071,14,5.70%,2.72%,475,76,0xA61E58603422BA27A89C1D1F7DC072EAAE12A255,725,838,0,Education
197,2023-10-17,Search,789,8562,48,4.27%,8.07%,679,452,0x05F987DC65217EEF4733A29C3B4729A6644D9DBF,341,497,0,Food
198,2023-10-18,Display,236,5510,46,9.16%,1.84%,847,472,0x0640CE1BBFFCD62D0A69F271FB5F83D3DA4C136A,258,265,1,Environment
199,2023-10-19,Search,238,9264,30,7.77%,2.23%,542,59,0x2562E87701B2A1537DD9080C40C238509C3C8636,819,706,1,Health
200,2023-10-20,Display,256,8117,40,2.77%,9.50%,133,101,0x8AA28F421D75CD63BB20C9F1D7DD1BDD89E03955,957,851,0,Health
201,2023-10-21,Social,525,8617,12,5.00%,5.45%,962,205,0x95E352274F926B700D27108B7B4158C563BB302D,649,149,1,Food
202,2023-10-22,Social,644,4983,22,4.14%,8.67%,287,76,0x32218091E948020E2C3AB19A2BB05A1842A640EA,61,876,0,Environment
203,2023-10-23,Social,770,2510,22,4.48%,5.12%,895,353,0x45BD53AF6A91F431F8E4B8382EC2BA1A4ACA78D4,42,269,0,Food
204,2023-10-24,Search,101,4349,29,3.73%,5.91%,895,205,0xEC9AD40143E4697153C7EFF528440E4B34AC446B,455,214,0,Food
205,2023-10-25,Search,879,6910,23,6.71%,8.51%,966,498,0x99B1D55EF6F3906A3B6B64A2D20BBEC6B7A6754C,743,914,1,Sports
206,2023-10-26,Search,383,4153,25,3.07%,5.11%,939,96,0x10D081453133AF50206A752E8EEFC455FA404EEE,791,920,0,Food
207,2023-10-27,Display,504,6291,40,7.45%,4.70%,589,245,0x5396E95C4BA91366477B5C73A0C3D517F9561DD5,700,55,1,Shelter
208,2023-10-28,Search,698,8327,42,3.44%,6.75%,564,264,0x0145F0282972B2C0BA41D67E3FC7C6C6F4785304,381,621,0,Social Service
209,2023-10-29,Search,875,7294,29,2.69%,3.37%,990,380,0x2B8532EEEE526D722BA934D56848DE78F95A9683,434,130,1,Education
210,2023-10-30,Search,414,9975,46,3.39%,9.00%,728,267,0x55F2CCCD025387621CD5D791864B498878BCC048,804,480,1,Shelter
211,2023-10-1,Social,712,6875,43,9.38%,5.23%,813,126,0xBD68C0A0ECA0EA8390147E11AC8BF8FCAF577856,0,886,0,Shelter
212,2023-10-2,Social,885,8040,42,9.29%,7.14%,807,166,0x09AB14A52AD344A36A3708222A029B735CF0D75F,220,464,0,Food
213,2023-10-3,Display,632,7420,42,9.10%,6.53%,698,175,0x9BC397508B9D910623B9CE4F142A0BCD699531F6,77,13,0,Food
214,2023-10-4,Search,461,3039,13,6.10%,2.20%,658,281,0x097630463CA7E43AAAACA356CA91C46EC9EBE9E6,390,177,0,Shelter
215,2023-10-5,Search,596,9799,6,4.21%,4.90%,533,231,0x696D07612DBD0F0F313E7B89535D41690E701D4E,122,168,0,Health
216,2023-10-6,Social,623,4351,24,8.69%,7.87%,635,423,0x591A2FEC28F79567F3278BAEC1FD2BC6A2FBDD7B,754,448,1,Sports
217,2023-10-7,Display,842,5886,10,1.65%,1.66%,416,281,0xAC745BFDAA8B8C3A71ECEF00F2AB7241A637BFA0,967,762,0,Sports
218,2023-10-8,Social,918,2144,7,1.50%,4.71%,336,339,0x5ED25FB9993B4B1B1A91C05898D8D3C0889ADAAC,805,202,1,Environment
219,2023-10-9,Search,423,8841,34,3.73%,4.16%,325,355,0xCF73E39629C167D02D110944FCD5DB51A02C0A09,734,335,0,Education
220,2023-10-10,Search,289,2924,31,6.38%,7.16%,289,73,0xE3369B5FB82BC3C2A5398FAFFE7C9D18D9134405,721,331,0,Health
221,2023-10-11,Social,645,8726,11,2.29%,3.99%,205,153,0x64AEFE6F883F0633D5EA90F2FBAFDDC83004BB01,620,141,0,Sports
222,2023-10-12,Social,866,4121,47,3.79%,4.41%,525,230,0x72A5DE6220CEDEC874A0EED30B54C2048F9AEB9E,500,766,0,Shelter
223,2023-10-13,Social,467,6979,15,6.10%,3.64%,506,364,0xD721355C85C5D384FDFD0F96B8228DA7B174972E,210,529,1,Health
224,2023-10-14,Display,473,8933,46,5.80%,1.65%,125,66,0x58BE50919B269707FB24FF7C00E9F3083A7C3EE2,470,366,0,Environment
225,2023-10-15,Display,814,3544,44,2.26%,6.81%,157,125,0x4F309104E5C5E60046796AC8BA74EAA6B95C8CEB,694,659,1,Health
226,2023-10-16,Display,595,2588,40,1.00%,6.49%,125,411,0xF15D958B419D094D8A2E21E22C96048A437F674F,911,533,0,Food
227,2023-10-17,Display,885,3358,6,3.54%,2.94%,880,220,0x33222AD9486E56494CA3D66CE4CFD6CA1B8AA163,585,247,0,Food
228,2023-10-18,Social,681,2996,6,7.91%,2.18%,677,329,0x0B7425DA16934326494009B95845B73D07A984E9,504,949,0,Sports
229,2023-10-19,Social,405,2847,8,1.41%,8.20%,131,249,0x39B4BF4842EF88940C97C5F07395644778510448,448,303,1,Social Service
230,2023-10-20,Social,102,6366,46,8.31%,7.97%,174,438,0xD2A85A14883552C330A45C88A3C1A6BD0BFFCD58,967,564,0,Environment
231,2023-10-21,Search,643,8786,10,6.12%,2.44%,692,441,0xBE83FCEEE7028F86BD37DAACA8539D62B722F440,908,155,0,Food
232,2023-10-22,Search,279,9669,47,9.27%,9.00%,153,467,0x3A8897A46C57E18B7ED7CBBD281817DBE91AA33E,231,464,1,Shelter
233,2023-10-23,Search,114,9145,20,1.62%,4.35%,311,360,0xE0CD98CF1659137008DB4BE7711715B02F43C657,590,199,1,Education
234,2023-10-24,Social,446,6471,33,2.52%,3.61%,324,209,0xCB774213A74129CB2CDC230B6F1D5698524F10CF,570,903,1,Shelter
235,2023-10-25,Search,644,4236,8,5.35%,2.90%,677,240,0x30C868499E616B94C41F24C250F3ADFBD0F60B40,56,662,1,Social Service
236,2023-10-26,Social,583,4514,30,8.21%,9.72%,968,247,0x72FFECC6B8DCA2B31CD0A6555EA607DCF2CC55D2,833,439,1,Sports
237,2023-10-27,Display,275,9578,18,8.50%,4.77%,303,268,0xFF7226540A70468D280A9A599DAA400412D13139,852,85,0,Sports
238,2023-10-28,Search,785,5382,14,2.56%,4.10%,235,461,0x95F334F1A95123774D6ACDFE99E3609ED9C379CA,794,277,0,Sports
239,2023-10-29,Search,622,3679,40,9.08%,1.14%,281,250,0x63ECF2A04B816A2A12E7BE28AE4FA0BF33DDB2C5,177,455,1,Environment
240,2023-10-30,Search,210,4536,12,5.40%,1.05%,728,368,0xCC79C15488B847A66705D6E21DB98480C16D3A27,530,203,0,Education
241,2023-10-1,Social,299,5581,44,6.53%,8.89%,986,265,0xBE5F84CC462C44A30BB9430F2356E5A57BE332E8,425,218,0,Food
242,2023-10-2,Search,436,3275,25,8.66%,6.31%,277,448,0x9CBDEB2E24CE4ADAEF1EB963E2BB3437CB2EE681,410,715,0,Social Service
243,2023-10-3,Social,849,5632,20,9.55%,9.08%,846,457,0x22A06AB3DD401856C47C9DEC79BFFBA04179DEEC,28,775,0,Food
244,2023-10-4,Search,197,9866,26,3.56%,5.53%,926,237,0x3F7369563B3A5C47A45F862A5220BC0771955843,865,706,1,Shelter
245,2023-10-5,Display,676,4778,39,8.27%,2.44%,956,459,0x0249A1C65DC015DF058BCF195E2F1AA6FB873DB7,305,176,0,Social Service
246,2023-10-6,Display,967,2334,38,5.23%,3.23%,868,372,0xBA9B205FEE7B9AD7EBB089DADF4B62DC6729FDD2,81,958,0,Education
247,2023-10-7,Search,565,5204,26,8.46%,7.79%,984,101,0x810629CC076F3926B60D77317117F1C85D462F51,328,950,1,Social Service
248,2023-10-8,Display,618,6771,37,9.99%,8.72%,826,390,0x8D5C3E7495A251BC8EF44193EE5AF3A4EC8B582E,278,22,1,Shelter
249,2023-10-9,Social,450,6272,28,9.76%,4.82%,453,138,0xF737A6053B8BEB23C8C031A1996D053AE350B4D9,911,613,1,Food
250,2023-10-10,Display,313,9096,34,8.70%,6.13%,604,151,0xCA65653E20BFFF1DA84A06247DE88DECE3EE9328,312,264,0,Shelter
251,2023-10-11,Social,292,3190,48,8.86%,1.71%,800,339,0x8CDCEE9AE64278C9B8A0522BD8780109CCBFFBFD,167,935,0,Environment
252,2023-10-12,Display,929,3133,48,4.13%,5.88%,994,200,0xB13D960688C6021B93831F8BEF52F432CA563773,443,940,0,Sports
253,2023-10-13,Social,785,8608,8,8.22%,4.43%,834,297,0xC575166013A5A5378A46419782047EC2944234AD,218,820,1,Health
254,2023-10-14,Search,510,8818,23,6.86%,7.76%,298,304,0x240EFAD0F1AAD3E1E2E76F3BF194103FA60CC0C5,4,590,1,Health
255,2023-10-15,Social,887,6529,9,1.06%,3.52%,409,215,0xBDC42BB2C36E0541B09086FAE031EB0430279D84,934,532,0,Shelter
256,2023-10-16,Social,563,6744,10,4.13%,3.03%,882,157,0xCF65130BF70E17D906B662D4313576FFE47E5475,654,956,0,Food
257,2023-10-17,Social,942,4759,33,6.71%,7.94%,388,241,0xF8A82D557972DB227506D8E845C9852AEA1E3360,522,346,1,Sports
258,2023-10-18,Search,959,5288,13,3.85%,2.87%,493,127,0xA1775C5AA92A568D6891C392903AF60545B670C0,270,369,1,Environment
259,2023-10-19,Social,819,6088,24,4.95%,1.07%,722,493,0x851C4D52EE43429CD08C443A89FAFE8FC1F4B1C7,359,587,0,Food
260,2023-10-20,Display,355,6337,31,6.23%,8.21%,624,51,0x02067BE5767A4460C1BB36AC9E316897716287D4,321,330,0,Education
261,2023-10-21,Search,653,6807,49,8.00%,7.44%,227,404,0xC24AAE73904D814DAF0A3B81068E2082C9B458C3,694,673,0,Environment
262,2023-10-22,Display,950,7027,37,5.17%,2.17%,987,421,0x6096B2F3C3D54211EDAE9C599C0EF4229231A915,923,943,1,Health
263,2023-10-23,Search,300,6516,38,6.02%,8.32%,707,349,0xE321EFF22E6A23CFA28ACA6C90683E2DA338C9EE,592,710,1,Social Service
264,2023-10-24,Search,252,3783,42,9.97%,3.79%,388,426,0x67FC977010B0CB5237E31FE1E6986E46CA627651,63,999,1,Shelter
265,2023-10-25,Search,689,3369,34,1.68%,8.24%,847,446,0x18162C132E78FD93DA6B8E3B5C559681A1A6BBC9,103,774,1,Food
266,2023-10-26,Search,815,8781,6,6.98%,9.20%,472,396,0x756C3DBC33F3D12F2279AC620D28410ED0F81156,340,376,0,Sports
267,2023-10-27,Display,983,2783,5,3.38%,8.86%,416,209,0x7F49EC83C733DEA423D449E0B16166EA7E10B66A,495,312,1,Environment
268,2023-10-28,Display,864,9720,15,6.60%,7.86%,229,347,0x105D5B2C9E3B056AF64A4F8028657CB6F834C932,630,182,0,Food
269,2023-10-29,Display,286,4456,42,8.92%,3.29%,807,204,0x3732E700FDF182E22381CE13BF7D0C5B25016C2C,871,390,0,Food
270,2023-10-30,Search,435,8736,11,7.81%,7.41%,497,356,0x755203FF3921E67967E9FBBAD246299FD05A1BE5,466,701,1,Education
271,2023-10-1,Social,764,5673,34,9.29%,9.66%,446,227,0x7F116D8F4D269E8FDE06F2D7BF604A70534067E3,381,789,0,Social Service
272,2023-10-2,Social,650,9750,49,1.44%,8.98%,1000,239,0x1B395218172B39864BAAC03C563ADF5F1A6495F3,249,488,0,Environment
273,2023-10-3,Social,532,5608,32,4.81%,2.48%,793,436,0xB77158F9F3EA2B186BEE7E9262332B32AA8D360A,122,689,1,Sports
274,2023-10-4,Social,511,2876,25,8.67%,5.52%,399,498,0x9762CC77A0491D2687598CA790AD0B62BFEB4CD7,797,140,1,Social Service
275,2023-10-5,Social,378,7495,7,6.98%,5.43%,301,250,0xA4475091EE957D06EF535794CFAE854F1F482366,571,694,0,Education
276,2023-10-6,Search,226,2550,18,7.37%,2.58%,415,68,0x8BE8C64D0F43FEB9A303AA819603FE6F684A1126,924,638,0,Environment
277,2023-10-7,Search,772,3001,19,8.33%,5.19%,698,388,0x5689D7C442B178239D071ACCB76E939CE0F486F4,71,335,0,Sports
278,2023-10-8,Search,950,5652,32,8.60%,7.13%,781,78,0x8F79E639D4F8EF7074A364255B72E10A1A7F6D23,436,801,0,Environment
279,2023-10-9,Search,114,3494,33,4.20%,6.19%,369,456,0x63D07DE31CF1ABB7C765BAE313839051FE4A7589,21,414,0,Sports
280,2023-10-10,Search,924,5376,35,2.77%,7.33%,971,499,0xC1A875CD3D42AD7AB4099530CCA2E4145209A1C5,597,936,0,Sports
281,2023-10-11,Search,860,5712,13,5.61%,3.32%,824,196,0xCCAA09DE0DFB2874647E6ABB61E049B3C72EEB47,879,278,0,Education
282,2023-10-12,Search,784,4469,26,4.38%,8.10%,671,104,0xB069448433228C0B9A79A3E693220D66F4D018DC,160,988,0,Food
283,2023-10-13,Search,530,5552,31,2.47%,4.99%,589,72,0xAC44A2BEABF0A8887168B998A4C5EEA395B9DD5E,475,162,1,Environment
284,2023-10-14,Display,560,5572,49,1.50%,5.32%,204,166,0xC6CC3FEB39606F7E235ABBBEFC8FC05C6324C329,127,632,0,Sports
285,2023-10-15,Display,780,2956,23,3.57%,5.65%,519,340,0x4733745E3681DA8FAC563EE8EBF7E26D1622DF0E,578,544,1,Health
286,2023-10-16,Search,122,4020,13,9.93%,2.46%,507,98,0x55DFCDACEC2B0645BE49E33EF3EB0EDA5CCD8358,797,899,1,Shelter
287,2023-10-17,Social,746,5260,6,7.80%,7.84%,178,187,0xAB097EC696CD9F2C5A64B8F6ADB53D41B6FC5472,999,451,0,Food
288,2023-10-18,Search,680,3526,46,2.03%,9.35%,776,85,0xD62DEECE8AF1673360257A919B23D0EC93BE6267,746,846,0,Education
289,2023-10-19,Search,527,5084,44,5.67%,10.00%,324,81,0x1E3299EF62EA01ECCDBA436B0B288C21BB18E7BF,973,550,1,Social Service
290,2023-10-20,Social,609,7108,23,4.68%,9.46%,653,446,0x2B937A734D24265C2A38E00E3850B1466A9D3669,494,801,1,Sports
291,2023-10-21,Search,170,3958,33,3.30%,5.75%,100,200,0x3A0AC2A6DABEFACFF0EDDBC59D3F0A82ED0A78E6,901,955,0,Education
292,2023-10-22,Social,235,7844,47,6.15%,6.37%,890,444,0x9959238D2C63818129A48E63A22E70B44A1EC953,519,272,1,Shelter
293,2023-10-23,Display,131,5496,34,2.35%,4.47%,965,84,0xFE4A93AD00C9AF05FFA36C699D96AC4B0BFDED19,672,838,0,Sports
294,2023-10-24,Social,858,2322,28,6.09%,3.84%,268,138,0x190B10D94EC58316BAC7F2270DA5A8890178964D,187,198,1,Sports
295,2023-10-25,Social,682,4550,22,9.80%,6.54%,593,91,0x2CE66932E5A08663E15DEAB37A1B5C3413CDE5EE,347,230,1,Environment
296,2023-10-26,Display,292,6013,22,6.52%,6.65%,234,485,0x3862B9F5372022A8C4B4D32353BE1D66407F0BDB,513,917,1,Sports
297,2023-10-27,Social,251,5650,21,9.73%,2.42%,770,189,0x99E1D97EC39A6BFFC9BC576A81637E2EAB70B65B,712,5,0,Social Service
298,2023-10-28,Social,544,5767,34,5.26%,1.32%,396,424,0xAF278FACB8B40BDD1B3D403E29F02AF84AA4A4C2,110,778,0,Food
299,2023-10-29,Display,279,5534,18,2.47%,7.34%,657,475,0x2B9767555E140AD9576351F56F60A7E0154A8F32,905,547,0,Health
300,2023-10-30,Search,391,3710,39,9.30%,1.28%,241,105,0x9AE45807945F73BECD07C744DDEABD8C6881ADF4,193,463,1,Shelter
301,2023-10-1,Search,710,3324,28,2.05%,7.81%,465,272,0x43FE76BE3A52BB6C6EFEA029BD3056E58F89F14A,44,773,0,Food
302,2023-10-2,Search,491,8694,28,7.58%,5.57%,430,495,0xFDF5BDBB737ABEBAB315A85D43FA4B4B813B9915,211,768,0,Environment
303,2023-10-3,Social,945,7196,17,2.30%,2.59%,588,448,0x23DDF2920EAED42BCE6A4C8BBDFE1B9E7A63F75A,810,49,1,Education
304,2023-10-4,Display,399,2481,17,2.36%,4.38%,469,359,0xF270D71945929F55EB312FA88DF4BD5F9C3E93A0,476,186,0,Education
305,2023-10-5,Display,916,6518,29,3.83%,6.49%,933,120,0x246E2A0AB82D79741FA5EDAEFE3D8E2B355F05AC,299,720,0,Education
306,2023-10-6,Social,105,3176,48,9.14%,1.91%,833,69,0x6DFF4147B8C499878330D87EF0BF78D30EC6D341,712,850,0,Social Service
307,2023-10-7,Social,570,9252,20,9.12%,2.57%,547,72,0xBEE4837EBFB6F0D42E5D72999010A8DD264AD5AB,44,576,1,Sports
308,2023-10-8,Search,581,3048,49,9.22%,4.79%,231,143,0xA1BE07250B75A686357F1FC77240BDD985FE698A,91,572,1,Social Service
309,2023-10-9,Display,844,9267,24,8.46%,9.33%,413,473,0x1255F19C2891E36D2EA17B7430346534439E77CE,79,182,1,Food
310,2023-10-10,Search,213,4474,48,3.04%,2.83%,809,368,0xEDCDF0D82CCC57671CE691432B3967D02C8FAC88,77,389,1,Social Service
311,2023-10-11,Social,964,8936,43,5.75%,9.36%,848,383,0x519C43A51DE092764FA1A35E336D1F477A49D579,952,899,0,Shelter
312,2023-10-12,Search,565,7235,44,3.36%,9.42%,788,464,0x0A4256FDCEFA5F7244485A996072C501C833C62F,564,255,1,Education
313,2023-10-13,Social,326,2160,9,2.94%,7.22%,589,460,0x1A80BEA0CA3FA4F37F05D625D4C9822808C120FF,412,960,0,Health
314,2023-10-14,Search,990,4450,20,4.83%,5.11%,244,467,0xC90C644FA7AD1123E08A429DA8C52B3C944D7694,977,382,1,Food
315,2023-10-15,Display,801,2821,48,5.62%,9.38%,254,209,0xEC3119D46792230C27E37B690DFC84284CBD45FC,72,666,0,Shelter
316,2023-10-16,Search,890,6714,5,4.69%,8.11%,932,140,0xFE35E3B6B35C4B3AE594A1F8502AB65F0A29641F,798,380,0,Food
317,2023-10-17,Social,507,3425,31,2.29%,5.30%,484,295,0xB5FD9B3DE8357D3A84C808731B3B247DE0AA0E63,382,691,1,Health
318,2023-10-18,Search,387,6227,27,3.57%,7.98%,795,209,0xA3B9E8D40E4A97ECCF8975426ABFCA26B6611B28,138,742,1,Education
319,2023-10-19,Social,623,2165,9,7.81%,2.93%,474,418,0xC1578BECAE5843E33BA5006208E52DEDA173AFBC,844,441,0,Shelter
320,2023-10-20,Display,736,3346,11,9.77%,3.05%,644,251,0x767BE240F69E226788D7A1315249D07F72445DF5,272,242,1,Education
321,2023-10-21,Social,196,8197,34,9.71%,1.15%,323,248,0x1248F12B10E92CA3AB3B074098085A5F7A4DA259,269,873,1,Health
322,2023-10-22,Social,284,7835,27,2.03%,4.20%,541,360,0xDD505F2E8647BA94E086923DC46D24D204B62496,534,833,0,Food
323,2023-10-23,Display,105,6434,14,1.73%,3.54%,716,231,0x14FA1F91CF6F45EEFECD9D9E93AF3AD5C3BE60E7,239,695,1,Sports
324,2023-10-24,Social,933,3310,34,5.55%,1.15%,298,228,0x704CD31026568F1630B5F2B48419FE49601F8C05,100,550,1,Environment
325,2023-10-25,Search,479,6891,17,7.00%,8.35%,823,165,0x617152AE0457E5950845BF524B82A003BCAF59FA,946,648,0,Health
326,2023-10-26,Display,724,9945,40,3.62%,9.48%,813,294,0xF06BD89F06E4ED8DA9DBF697D4E0622384C7B26C,557,303,0,Health
327,2023-10-27,Display,168,5509,21,2.86%,8.17%,370,275,0x81E5A5E1104577DC37558EB551F0B21D8A1B1BB4,90,857,1,Food
328,2023-10-28,Display,380,4332,11,8.95%,1.09%,906,447,0x7A227CB30B6FB6450817C04FF4A7374A807E4320,173,667,0,Food
329,2023-10-29,Display,900,6794,18,2.62%,9.73%,670,272,0xACEE73A44852BCAEE08405EAB29B02B084F4A645,497,133,0,Sports
330,2023-10-30,Social,848,8764,23,3.84%,6.42%,949,419,0xA81F6A94E7B2F64C3F792C303B39238692EF8612,681,970,0,Health
331,2023-10-1,Display,529,8639,35,7.43%,3.39%,287,318,0xCC64B6943991912A54E750156A6A1D2BCC1B226D,918,116,0,Food
332,2023-10-2,Search,557,6158,39,9.19%,6.86%,696,62,0x67D6A0154B8DDD112584C727F8C72E12ED5C50FE,357,570,1,Environment
333,2023-10-3,Social,339,9279,42,1.79%,5.95%,127,490,0xAEFE2EB8C8A7D671AA60C600C4FB1A89E5008994,646,41,1,Shelter
334,2023-10-4,Search,584,8408,34,3.00%,6.12%,964,325,0xA74E164D77E6B207861431DFCB050F783360B4F2,101,430,0,Shelter
335,2023-10-5,Search,778,9720,44,1.23%,1.92%,136,245,0x3C0BCC66E86E7B433BBBDDE999B3A99336599270,803,874,0,Sports
336,2023-10-6,Display,249,3679,40,3.00%,3.03%,711,363,0xF9A62EE41109F7F4346BE8781ADAE03EC3BB0C36,706,132,0,Health
337,2023-10-7,Display,317,9089,45,6.35%,9.30%,645,101,0x3D1D058DA5554C6B1C4E2BFAB213505A653B28C9,782,660,0,Social Service
338,2023-10-8,Display,952,3862,41,5.63%,2.52%,873,349,0x1D6447D78A2E3ABBFDC43FB7AE7D9E3DBF15CDDF,162,906,1,Sports
339,2023-10-9,Social,998,4996,43,7.20%,4.98%,805,405,0xBB5D487917D96DEA534900A7DFBAC44448E5A8C7,542,107,0,Health
340,2023-10-10,Social,630,6355,6,2.65%,6.40%,932,259,0x17D3D9A9922F61F05D1C0412D14E5B3110655E6B,16,866,0,Health
341,2023-10-11,Search,782,3354,14,4.55%,8.14%,528,139,0x7654890AD3AC0749EBC626DCDA6E284D766BCC13,24,455,0,Food
342,2023-10-12,Social,861,2584,29,8.70%,3.74%,161,315,0x709FC784E5B736D65A0A267761810CA6E9725B29,997,105,1,Social Service
343,2023-10-13,Social,574,5285,37,5.08%,2.90%,935,243,0x5D554B2A841E51270CF7498B1F128A06954C0C8E,431,908,0,Environment
344,2023-10-14,Search,321,3412,32,3.07%,3.64%,511,213,0x627591A7603FD4849226671B2BE11CC61A3806EE,165,415,1,Education
345,2023-10-15,Social,859,4604,45,4.54%,4.25%,988,138,0x9B985368B46A51A46258C39CAED9A4DDD7BEE352,629,657,0,Education
346,2023-10-16,Display,977,2448,50,8.46%,6.38%,630,338,0x45F18AB26E2DCC1AD5CCFB626149074B6ACA13C8,174,693,0,Food
347,2023-10-17,Social,486,7248,32,5.68%,4.45%,970,284,0xFD6AD7284D3FE5AFFEE99F06A8225E27DCD42ECD,573,432,1,Food
348,2023-10-18,Display,231,8164,22,1.10%,6.34%,885,68,0x1DEBF83967CE5B90FA7B6B70CBCE7B3D2AC6F344,99,931,1,Sports
349,2023-10-19,Display,774,2235,14,5.29%,4.15%,632,451,0x167887D551196F0811AEEA3BC9733C6F217A3487,943,335,1,Sports
350,2023-10-20,Social,446,7204,27,2.35%,4.18%,813,464,0x3404F86895BEE21B63AB0AF75C230AE1152E89EC,970,199,0,Shelter
351,2023-10-21,Social,408,7030,40,5.12%,5.23%,532,362,0x4011CD79E4B42E4B101AF302AB72F338ACA5F81A,679,946,0,Health
352,2023-10-22,Social,567,2349,30,1.54%,1.03%,681,84,0xD844762666DE5782F635E91609B79038D0285393,563,529,1,Social Service
353,2023-10-23,Search,765,7048,41,2.70%,6.07%,638,211,0x95F09DD70328F1B01A281F0ADD838EFAAFD79E0A,422,230,1,Environment
354,2023-10-24,Search,166,7593,8,7.28%,9.38%,554,362,0x0301A4E35B4C1C6D8178CA458CBC219142ABB747,829,634,0,Health
355,2023-10-25,Display,667,4242,13,9.84%,4.01%,207,125,0x2AE0E19663B98B8B5D86B9377FFFA5E90D64DF16,700,127,0,Education
356,2023-10-26,Search,100,3838,24,8.02%,8.98%,703,391,0xF52065782F47EDD1458C49D737298B2508080A44,815,177,0,Social Service
357,2023-10-27,Social,671,3117,5,8.75%,9.92%,592,379,0xBED52B9C16A373093EDE10B4A58B0E6EC5E15F23,162,215,0,Shelter
358,2023-10-28,Display,684,3750,31,2.59%,8.31%,620,413,0x3B3D6DEC5E819EA5C14ACBBE073C8560966E7255,682,138,1,Social Service
359,2023-10-29,Social,770,6172,49,5.02%,7.31%,174,267,0xBC53848B2B9B799CFD2DF42875A8D396644C1546,513,190,0,Social Service
360,2023-10-30,Search,195,6262,45,1.76%,1.39%,409,296,0xE7B406B188B0D66CA9F8B5F85BB49D5C9FCDEE39,334,101,1,Health
361,2023-10-1,Display,190,2091,19,2.81%,3.83%,477,327,0xB0A7F12FF9C95D226FF3D88A96B4CC89F56D9390,299,174,1,Shelter
362,2023-10-2,Display,801,2978,35,6.14%,5.98%,742,438,0x679EBB834B839200CAEC812572549E2B3BB8A783,673,402,0,Shelter
363,2023-10-3,Social,814,9908,30,9.96%,1.80%,760,255,0xACE58AD8694C5702137EFD8484EEBEE4661E2081,330,999,0,Health
364,2023-10-4,Search,373,3811,29,4.57%,5.74%,765,173,0x2953E5B576869DE2BDD5A031D9D79957FDB3A906,863,881,0,Shelter
365,2023-10-5,Social,915,5451,19,9.98%,8.82%,446,157,0x7DC39643713BB9D85F20A5329CE97A52C8757EEA,702,812,1,Environment
366,2023-10-6,Social,759,3057,44,9.29%,8.86%,758,227,0xC002862B0D295792393182D74FBB0EE8FFCDFE98,287,940,1,Sports
367,2023-10-7,Search,323,8633,17,6.66%,2.13%,558,201,0xDD424060F063C98D8C39AE1F21C4A80F0BA931AC,558,504,1,Education
368,2023-10-8,Display,110,8406,31,2.57%,8.11%,608,468,0x62AAE4918E8D268A9E15F586DBFDB7190DF82DAE,491,84,0,Food
369,2023-10-9,Search,531,6553,5,7.46%,9.34%,545,353,0x63EB444A2DA5C9CAAE1815DA76AB20538C689990,420,689,0,Social Service
370,2023-10-10,Display,328,6713,25,5.33%,9.10%,456,61,0xB0EAA08D7827F137FA1DEEE238B1408A9268735B,795,446,1,Sports
371,2023-10-11,Search,894,9003,26,4.14%,8.49%,326,332,0x687D71CE46DC5D1EC0B951CDF790F0011C4560DC,360,977,1,Environment
372,2023-10-12,Social,973,9110,28,1.96%,9.85%,998,409,0xBED506DBB68DCF9E2CA5A44A384D388EE5E701D2,559,789,1,Shelter
373,2023-10-13,Social,658,2355,39,8.19%,8.40%,206,338,0x2083C228B2809561C1215C7A5293E1AAC1874E1F,423,111,0,Education
374,2023-10-14,Search,351,4573,31,7.87%,4.18%,225,196,0x1F0DAB6BA90ED8FB7450D669F3AB8C514BD03086,516,804,0,Environment
375,2023-10-15,Social,811,5283,42,1.77%,6.44%,799,422,0x0438C78BABF4CFD336BA0DF739D07504BDFBA0D9,207,771,0,Sports
376,2023-10-16,Social,141,8036,29,9.32%,6.99%,388,312,0xA211BC815811FCBA2909402609CA3B81319E706C,797,159,1,Social Service
